Account Name,MRR_Calculated,SAAS Amount to Date,Industry_Cluster_Enhanced_V2,Company_Size_V2,Business_Type_V2,Signup Country,Employees,Users,Custom Screens New,Custom Screens Classic,MRR_Rank,MRR_Cumulative_Pct,MRR_Percentile,LTV_Rank,LTV_Cumulative_Pct,LTV_Percentile,MRR_Tier,LTV_Tier
pneusquebecnet,86.0,516.0,General Wholesale/Distribution,Unknown,B2B,Canada,0.0,2.0,0.0,0.0,461.0,86.03562793966869,42.804085422469825,853.0,99.61700440177047,85.7286432160804,Top 50%,Bottom 50%
ssifiresolutions,86.0,1919.0,Safety & Security Equipment,Unknown,B2B,Canada,0.0,1.0,31.0,0.0,462.0,86.09324900089017,42.89693593314763,655.0,97.34300967170365,65.82914572864321,Top 50%,Bottom 50%
artcofabricsnorthamericainc2,61.0,366.0,General Wholesale/Distribution,Micro (1-5 employees),B2B,Canada,1.0,1.0,6.0,0.0,564.0,90.89418892100089,52.36768802228412,891.0,99.79191595118533,89.54773869346734,Bottom 50%,Bottom 50%
mycologicalnaturalproducts,73.0,426.0,General Wholesale/Distribution,Small (6-20 employees),B2B,United States,18.0,1.0,9.0,0.0,505.0,88.35897389597864,46.88950789229341,880.0,99.74808781261257,88.44221105527639,Top 50%,Bottom 50%
lumasam,183.0,915.0,General/Specialty Manufacturing,Unknown,B2B,United States,0.0,3.0,6.0,0.0,262.0,69.61027542984516,24.326833797585888,780.0,99.08895388990237,78.39195979899498,Top 50%,Bottom 50%
silverlinejudaica,4.333333333333333,260.0,General Retail,Unknown,B2C,United States,0.0,1.0,15.0,0.0,1024.0,99.88230116564436,95.07892293407613,921.0,99.88927747054382,92.56281407035176,Bottom 50%,Bottom 50%
bandtcommunicationsinc3,183.0,1046.0,General Retail,Micro (1-5 employees),Hybrid (B2B & B2C),United States,1.0,3.0,2.0,0.0,264.0,69.85549994620638,24.512534818941504,758.0,98.8675134520449,76.18090452261306,Top 50%,Bottom 50%
digpig,353.0,2118.0,General/Specialty Manufacturing,Unknown,B2B,Canada,0.0,5.0,0.0,0.0,104.0,43.82148707128276,9.656453110492109,636.0,96.95022975987706,63.91959798994975,Top 10%,Bottom 50%
larryssausage,26.416666666666668,1152.75,General/Specialty Manufacturing,Medium (21-50 employees),B2B,United States,39.0,5.0,4.0,0.0,804.0,97.86053893034399,74.65181058495823,743.0,98.69894507067045,74.67336683417085,Bottom 50%,Bottom 50%
triteksystemsinc,80.0,480.0,General/Specialty Manufacturing,Micro (1-5 employees),B2B,United States,1.0,2.0,0.0,0.0,472.0,86.65237429844055,43.82544103992572,868.0,99.69301510709111,87.23618090452261,Top 50%,Bottom 50%
strigliaenterprisesdemos,0.0,0.0,General/Specialty Manufacturing,Unknown,B2B,United States,0.0,1.0,6.0,0.0,,,,,,,No Revenue,No Revenue
americansupplycompanyinc,120.0,640.0,General Retail,Small (6-20 employees),Hybrid (B2B & B2C),United States,13.0,3.0,1.0,0.0,366.0,79.53600573450161,33.98328690807799,826.0,99.45930063394097,83.01507537688441,Top 50%,Bottom 50%
prosourcegroup,18.25,985.5,General Wholesale/Distribution,Micro (1-5 employees),B2B,United States,1.0,3.0,12.0,0.0,855.0,98.62379465408208,79.38718662952647,767.0,98.96200375595238,77.0854271356784,Bottom 50%,Bottom 50%
gowesttshirtcompany,61.0,366.0,General/Specialty Manufacturing,Medium (21-50 employees),B2B,United States,27.0,1.0,3.0,0.0,561.0,90.77157666282028,52.089136490250695,893.0,99.79943286717297,89.74874371859296,Bottom 50%,Bottom 50%
eneconcorporation,833.0,4214.0,General/Specialty Manufacturing,Unknown,B2B,United States,0.0,17.0,3.0,0.0,21.0,16.67861717426215,1.9498607242339834,500.0,92.69426940515994,50.25125628140703,Top 10%,Bottom 50%
big,219.0,1354.0,Furniture & Home Furnishings,Unknown,B2B,United States,0.0,3.0,0.0,0.0,204.0,61.93756211956594,18.94150417827298,713.0,98.31033643107635,71.65829145728642,Top 20%,Bottom 50%
helenarosejewelry,8.416666666666666,468.0,Building Materials & Construction,Micro (1-5 employees),B2B,United States,1.0,2.0,16.0,0.0,968.0,99.63489910917892,89.87929433611885,870.0,99.70263717031573,87.43718592964824,Bottom 50%,Bottom 50%
readyvista,89.0,489.0,General Wholesale/Distribution,Unknown,B2B,United States,0.0,2.0,4.0,0.0,447.0,85.20883271237427,41.5041782729805,861.0,99.65812100801188,86.53266331658291,Top 50%,Bottom 50%
plasmaprocessgroup4,18.25,985.5,General/Specialty Manufacturing,Small (6-20 employees),B2B,United States,15.0,3.0,2.0,0.0,857.0,98.64825010448422,79.57288765088208,768.0,98.97212386620623,77.1859296482412,Bottom 50%,Bottom 50%
trifunoretailsolutionsinc,98.0,588.0,General Wholesale/Distribution,Unknown,B2B,Canada,0.0,2.0,1.0,0.0,421.0,83.55920649746254,39.09006499535748,832.0,99.49701871102104,83.61809045226131,Top 50%,Bottom 50%
uselitegear,61.0,366.0,General Retail,Micro (1-5 employees),B2C,United States,5.0,1.0,7.0,0.0,560.0,90.7307059100934,51.99628597957289,894.0,99.80319132516678,89.84924623115577,Bottom 50%,Bottom 50%
statestreetproductsllc,4.083333333333333,264.0,General Retail,Micro (1-5 employees),B2B,United States,2.0,1.0,1.0,0.0,1028.0,99.89352387233576,95.45032497678737,920.0,99.88660752770667,92.46231155778895,Bottom 50%,Bottom 50%
legacysipsllc,68.0,332.0,Food & Beverage Dist/Mfg,Unknown,B2B,United States,0.0,2.0,5.0,0.0,514.0,88.78510174408176,47.725162488393686,901.0,99.82849416805414,90.55276381909547,Top 50%,Bottom 50%
dtsdirect,38.916666666666664,4296.75,Building Materials & Construction,Medium (21-50 employees),B2B,United States,33.0,8.0,22.0,0.0,738.0,96.46043647764037,68.52367688022284,497.0,92.56377081448927,49.949748743718594,Bottom 50%,Top 50%
candhaggregatesllc,21.416666666666668,1165.5,General Wholesale/Distribution,Medium (21-50 employees),B2B,United States,26.0,5.0,5.0,0.0,834.0,98.34579536743308,77.43732590529248,740.0,98.66327309401461,74.37185929648241,Bottom 50%,Bottom 50%
africanchoicemarketltd,80.0,560.0,General Retail,Micro (1-5 employees),Hybrid (B2B & B2C),Canada,4.0,2.0,2.0,0.0,473.0,86.70597528562334,43.91829155060353,843.0,99.56200101207266,84.72361809045226,Top 50%,Bottom 50%
ultimax,113.0,687.0,Packaging & Printing,Medium (21-50 employees),B2B,United States,22.0,2.0,7.0,0.0,383.0,80.87580707662455,35.56174558960074,816.0,99.39122992785755,82.01005025125629,Top 50%,Bottom 50%
emeryallen2,12.25,771.75,General/Specialty Manufacturing,Small (6-20 employees),B2B,United States,9.0,3.0,6.0,0.0,924.0,99.32267335883935,85.79387186629526,808.0,99.33282492829511,81.20603015075378,Bottom 50%,Bottom 50%
rakit3,37.0,538.0,Building Materials & Construction,Small (6-20 employees),B2B,Iraq,14.0,1.0,5.0,0.0,744.0,96.61163592898515,69.08077994428969,849.0,99.59559351401879,85.32663316582915,Bottom 50%,Bottom 50%
brandxmetalsinc2,73.0,2713.0,General Wholesale/Distribution,Small (6-20 employees),B2B,United States,15.0,1.0,21.0,0.0,503.0,88.26115209437006,46.70380687093779,586.0,95.72426122219593,58.89447236180905,Top 50%,Bottom 50%
suitepieces,122.0,854.0,General Retail,Medium (21-50 employees),B2B,United States,23.0,2.0,16.0,0.0,343.0,77.67337142989996,31.847725162488395,794.0,99.21570429159014,79.79899497487438,Top 50%,Bottom 50%
c4effects,11.166666666666666,796.0,General Retail,Small (6-20 employees),Hybrid (B2B & B2C),United States,7.0,2.0,14.0,0.0,935.0,99.41100331896762,86.81522748375116,803.0,99.29251392595975,80.7035175879397,Bottom 50%,Bottom 50%
flplumbing,73.0,511.0,General Retail,Micro (1-5 employees),B2C,United States,4.0,1.0,18.0,0.0,502.0,88.21224119356577,46.61095636025998,855.0,99.62750959993353,85.92964824120602,Top 50%,Bottom 50%
sacredstudiosinc,44.416666666666664,3917.5,General Retail,Unknown,Hybrid (B2B & B2C),United States,0.0,11.0,37.0,0.0,667.0,94.48200170697928,61.93129062209842,512.0,93.19383419420849,51.45728643216081,Bottom 50%,Bottom 50%
tangiblecreative2,159.0,574.0,General/Specialty Manufacturing,Small (6-20 employees),B2B,United States,19.0,2.0,9.0,0.0,289.0,72.6492839000239,26.83379758588672,838.0,99.53283702108237,84.2211055276382,Top 50%,Bottom 50%
bioskinaestheticsinc,85.83333333333333,5674.5,General Retail,Micro (1-5 employees),B2C,United States,2.0,25.0,5.0,0.0,465.0,86.26600051583134,43.17548746518106,427.0,89.05056339798777,42.91457286432161,Top 50%,Top 50%
crimsonimaging,221.0,1680.0,Office Supplies & Equipment,Unknown,B2B,United States,0.0,5.0,12.0,0.0,200.0,61.34929128523492,18.570102135561743,677.0,97.7470798475775,68.04020100502512,Top 20%,Bottom 50%
sheffieldsupplyandequipmentoftexasllc,12.25,918.75,General Retail,Unknown,Hybrid (B2B & B2C),United States,0.0,3.0,5.0,0.0,919.0,99.28163510302754,85.32961931290622,779.0,99.07955774491784,78.29145728643216,Bottom 50%,Bottom 50%
sheffieldsupplyandequipment,8.166666666666666,698.25,General Retail,Micro (1-5 employees),B2C,United States,3.0,2.0,4.0,0.0,980.0,99.70139783390249,90.99350046425255,814.0,99.37705869279888,81.80904522613065,Bottom 50%,Bottom 50%
dpalex,17.333333333333332,1105.5,General Wholesale/Distribution,Unknown,B2B,United States,0.0,4.0,2.0,0.0,865.0,98.7430010162021,80.31569173630456,749.0,98.76768326246315,75.27638190954774,Bottom 50%,Bottom 50%
solshinehair,196.0,1274.0,General Retail,Micro (1-5 employees),B2B,United States,4.0,4.0,16.0,0.0,239.0,66.7278823440911,22.191272051996286,727.0,98.50116648775656,73.06532663316582,Top 50%,Bottom 50%
thecelticgroup,256.0,1792.0,General Wholesale/Distribution,Micro (1-5 employees),B2B,Jamaica,5.0,4.0,3.0,0.0,162.0,55.259247623378286,15.041782729805014,667.0,97.5694747366004,67.03517587939697,Top 20%,Bottom 50%
icandyenergydrink,298.0,2745.0,Food & Beverage Dist/Mfg,Unknown,B2C,United States,0.0,7.0,2.0,0.0,128.0,49.03435057789318,11.884865366759517,582.0,95.61210308501423,58.492462311557794,Top 20%,Bottom 50%
customindustrial2,61.0,669.0,Industrial Equipment & Machinery,Micro (1-5 employees),B2B,United States,5.0,1.0,0.0,0.0,565.0,90.93505967372776,52.460538532961934,820.0,99.419061514682,82.41206030150754,Bottom 50%,Bottom 50%
upstateanodizellc,24.333333333333332,1664.0,General/Specialty Manufacturing,Small (6-20 employees),B2B,United States,14.0,4.0,0.0,0.0,822.0,98.16399868590484,76.32311977715878,679.0,97.78127565391472,68.24120603015076,Bottom 50%,Bottom 50%
inversionesroda,129.0,851.0,General Wholesale/Distribution,Small (6-20 employees),B2B,Honduras,7.0,3.0,4.0,0.0,326.0,76.24423510913905,30.269266480965644,796.0,99.23321295519524,80.0,Top 50%,Bottom 50%
fosterus,196.0,1764.0,General Wholesale/Distribution,Unknown,B2B,United States,0.0,7.0,9.0,0.0,232.0,65.8086254139064,21.541318477251625,669.0,97.60594256160192,67.23618090452261,Top 50%,Bottom 50%
jjsprotap,49.0,343.0,General Wholesale/Distribution,Small (6-20 employees),B2B,United States,12.0,1.0,1.0,0.0,645.0,93.77359766012485,59.888579387186624,900.0,99.82508485643133,90.45226130653266,Bottom 50%,Bottom 50%
prompterpeople2,108.0,864.0,General Retail,Small (6-20 employees),B2C,United States,16.0,3.0,0.0,0.0,399.0,82.0588813655995,37.04735376044568,791.0,99.18922051244789,79.49748743718594,Top 50%,Bottom 50%
rscinc2,3.3333333333333335,240.0,General Wholesale/Distribution,Small (6-20 employees),B2B,Canada,7.0,1.0,6.0,0.0,1051.0,99.95192661462048,97.58588672237697,929.0,99.90945607698605,93.36683417085428,Bottom 50%,Bottom 50%
cdalighting,61.0,793.0,General Retail,Small (6-20 employees),Hybrid (B2B & B2C),United States,13.0,1.0,18.0,0.0,574.0,91.3028964482696,53.29619312906221,804.0,99.30065725161303,80.80402010050251,Bottom 50%,Bottom 50%
drinkade,202.0,1416.0,Food & Beverage Dist/Mfg,Unknown,Hybrid (B2B & B2C),United States,0.0,4.0,0.0,0.0,222.0,64.47463084539493,20.61281337047354,705.0,98.19714625829799,70.85427135678391,Top 50%,Bottom 50%
webcoteindustries2,162.0,1604.0,General/Specialty Manufacturing,Unknown,B2B,United States,0.0,3.0,0.0,0.0,281.0,71.79367814211875,26.090993500464254,689.0,97.94899920376146,69.24623115577889,Top 50%,Bottom 50%
internationalstairproductsinc,79.0,578.0,General Retail,Micro (1-5 employees),Hybrid (B2B & B2C),United States,1.0,2.0,1.0,0.0,486.0,87.40211810665971,45.12534818941504,837.0,99.52694260881883,84.12060301507537,Top 50%,Bottom 50%
topoffice,386.0,2784.0,Safety & Security Equipment,Unknown,B2B,Canada,0.0,8.0,8.0,0.0,85.0,39.13207070512919,7.892293407613741,581.0,95.58391465006058,58.391959798994975,Top 10%,Bottom 50%
perryco,73.0,3526.0,General/Specialty Manufacturing,Micro (1-5 employees),B2B,United States,5.0,1.0,22.0,0.0,500.0,88.1144193919572,46.425255338904364,537.0,94.15700785749803,53.96984924623116,Top 50%,Bottom 50%
uniquewoodfloor,306.0,1254.5,General Retail,Medium (21-50 employees),B2C,United States,47.0,6.0,6.0,0.0,123.0,48.027322031196675,11.420612813370473,728.0,98.51404896194576,73.16582914572865,Top 20%,Bottom 50%
grazianobrothers,16.25,914.0,General Wholesale/Distribution,Large (51-200 employees),B2B,United States,74.0,3.0,0.0,0.0,882.0,98.9320003303831,81.89415041782729,781.0,99.09833976587602,78.49246231155779,Bottom 50%,Bottom 50%
thomashayesstudio3,15.666666666666666,1476.0,General/Specialty Manufacturing,Large (51-200 employees),B2B,United States,97.0,5.0,5.0,0.0,884.0,98.95327322217126,82.07985143918292,700.0,98.12287769067855,70.35175879396985,Bottom 50%,Bottom 50%
amtonllcbabyclubchic,10.0,693.0,General Wholesale/Distribution,Unknown,B2B,Peru,0.0,3.0,5.0,0.0,957.0,99.56627867871266,88.85793871866295,815.0,99.38417511736095,81.90954773869346,Bottom 50%,Bottom 50%
precisiondoors3,14.75,1084.0,General/Specialty Manufacturing,Small (6-20 employees),B2B,Canada,6.0,4.0,1.0,0.0,893.0,99.04567909069996,82.91550603528319,753.0,98.81271800981807,75.678391959799,Bottom 50%,Bottom 50%
integratedmedical,101.0,1279.0,General Wholesale/Distribution,Micro (1-5 employees),B2B,United States,1.0,2.0,2.0,0.0,411.0,82.89991435511432,38.16155988857939,726.0,98.48808376785458,72.96482412060301,Top 50%,Bottom 50%
kodiakbreakersandsuppliesinc,3.3333333333333335,288.0,General Retail,Small (6-20 employees),B2C,United States,7.0,1.0,2.0,0.0,1050.0,99.94969324015453,97.49303621169916,917.0,99.87847447106431,92.1608040201005,Bottom 50%,Bottom 50%
todaytomorrowapparel,61.0,488.0,General Wholesale/Distribution,Micro (1-5 employees),B2B,Canada,5.0,1.0,8.0,0.0,559.0,90.68983515736655,51.903435468895076,864.0,99.67315483998715,86.83417085427135,Bottom 50%,Bottom 50%
bl2systemsllc,122.0,976.0,General/Specialty Manufacturing,Unknown,B2B,United States,0.0,2.0,0.0,0.0,344.0,77.75511293535371,31.940575673166204,771.0,99.0022736822441,77.48743718592965,Top 50%,Bottom 50%
midwestbuildingsupply,147.0,1176.0,General Retail,Micro (1-5 employees),B2C,United States,4.0,3.0,4.0,0.0,312.0,74.96132898153618,28.969359331476323,739.0,98.65130456179658,74.2713567839196,Top 50%,Bottom 50%
artbrandsholdings,329.0,632.0,General/Specialty Manufacturing,Unknown,B2B,United States,0.0,3.0,7.0,0.0,114.0,46.113766788771386,10.584958217270195,827.0,99.46579064883741,83.11557788944724,Top 20%,Bottom 50%
abhasafinancialservices2,61.0,488.0,General Wholesale/Distribution,Micro (1-5 employees),B2B,Mauritius,4.0,1.0,4.0,0.0,563.0,90.85331816827403,52.27483751160631,863.0,99.66814356266205,86.73366834170855,Bottom 50%,Bottom 50%
strongwellness,4.083333333333333,308.0,General Wholesale/Distribution,Micro (1-5 employees),B2B,United States,1.0,1.0,4.0,0.0,1033.0,99.90720329093973,95.91457753017642,907.0,99.84795497063361,91.15577889447236,Bottom 50%,Bottom 50%
ocutech,156.0,864.0,General/Specialty Manufacturing,Small (6-20 employees),B2B,United States,7.0,3.0,19.0,0.0,292.0,72.96335218429802,27.112349117920147,792.0,99.19809293787594,79.59798994974875,Top 50%,Bottom 50%
metaltechinc2,6.083333333333333,512.0,General/Specialty Manufacturing,Small (6-20 employees),B2B,United States,7.0,1.0,10.0,0.0,1005.0,99.81708663123858,93.31476323119777,854.0,99.62226213535746,85.82914572864323,Bottom 50%,Bottom 50%
howardcountymd,78.4,499.2,General Retail,Unknown,Hybrid (B2B & B2C),United States,0.0,2.0,0.0,0.0,488.0,87.50717604153795,45.31104921077066,858.0,99.64303583098203,86.23115577889448,Top 50%,Bottom 50%
donecdistributors,16.333333333333332,1176.0,General Wholesale/Distribution,Micro (1-5 employees),B2B,United States,5.0,4.0,7.0,0.0,880.0,98.91016909497844,81.70844939647168,738.0,98.63922820496398,74.17085427135677,Bottom 50%,Bottom 50%
miminternationalinc,160.0,1219.0,General Wholesale/Distribution,Micro (1-5 employees),B2B,United States,5.0,4.0,4.0,0.0,282.0,71.90088011648432,26.18384401114206,734.0,98.59032717500067,73.76884422110552,Top 50%,Bottom 50%
ghentindustrialsupplyinc,171.0,1349.0,General Wholesale/Distribution,Small (6-20 employees),B2B,United States,11.0,3.0,0.0,0.0,272.0,70.79083717254592,25.25533890436397,717.0,98.36581578942993,72.06030150753769,Top 50%,Bottom 50%
byisbeveragellc2,89.0,712.0,General Wholesale/Distribution,Unknown,B2B,United States,0.0,2.0,0.0,0.0,453.0,85.56661930181934,42.061281337047355,811.0,99.35537567625803,81.50753768844221,Top 50%,Bottom 50%
pspglobalwines2,466.0,6607.0,General Wholesale/Distribution,Small (6-20 employees),B2B,United States,9.0,10.0,32.0,0.0,60.0,32.09158103867088,5.571030640668524,383.0,86.31402900309612,38.49246231155779,Top 10%,Top 50%
medallionfence,248.0,1864.0,General/Specialty Manufacturing,Small (6-20 employees),B2B,Canada,18.0,5.0,22.0,0.0,168.0,56.26761619475435,15.598885793871867,660.0,97.43970267845177,66.33165829145729,Top 20%,Bottom 50%
nearymartin,30.5,2470.5,General Wholesale/Distribution,Small (6-20 employees),B2B,United States,9.0,6.0,23.0,0.0,776.0,97.33725929297209,72.05199628597957,604.0,96.20122340477644,60.7035175879397,Bottom 50%,Bottom 50%
rawlovesunscreen,8.416666666666666,501.75,General Retail,Unknown,Hybrid (B2B & B2C),United States,0.0,2.0,6.0,0.0,970.0,99.64617765023195,90.06499535747446,857.0,99.63790954073473,86.13065326633166,Bottom 50%,Bottom 50%
reaganwirelesscorp,245.0,1800.75,General Wholesale/Distribution,Medium (21-50 employees),B2B,United States,23.0,5.0,8.0,0.0,173.0,57.09039134801005,16.06313834726091,663.0,97.49564568264802,66.63316582914572,Top 20%,Bottom 50%
kabsolution2,49.0,521.0,General/Specialty Manufacturing,Small (6-20 employees),B2B,Canada,11.0,1.0,0.0,0.0,624.0,93.08415496248634,57.938718662952645,851.0,99.60636570646557,85.52763819095478,Bottom 50%,Bottom 50%
rockymountainstickerco,52.0,468.0,General Wholesale/Distribution,Micro (1-5 employees),B2B,United States,2.0,1.0,0.0,0.0,606.0,92.47145380321588,56.26740947075209,871.0,99.70744306742257,87.53768844221106,Bottom 50%,Bottom 50%
memiairellc,11.166666666666666,3179.5,General Wholesale/Distribution,Micro (1-5 employees),B2B,United States,2.0,2.0,20.0,0.0,940.0,99.44841234127223,87.2794800371402,558.0,94.8801947357723,56.08040201005026,Bottom 50%,Bottom 50%
durawattle,18.25,1728.0,General/Specialty Manufacturing,Micro (1-5 employees),B2B,United States,3.0,3.0,0.0,0.0,854.0,98.611566928881,79.29433611884865,672.0,97.6594954535084,67.53768844221105,Bottom 50%,Bottom 50%
awcomm2,290.0,3121.0,General Retail,Small (6-20 employees),B2C,United States,7.0,5.0,3.0,0.0,131.0,49.62329142456399,12.163416898792944,560.0,94.94475600737654,56.28140703517588,Top 20%,Bottom 50%
amarenusa,120.0,920.0,General Wholesale/Distribution,Micro (1-5 employees),B2B,United States,1.0,3.0,6.0,0.0,369.0,79.77721017682413,34.26183844011142,778.0,99.07012309114236,78.19095477386935,Top 50%,Bottom 50%
superiorcleaningequipmentinc,28.0,2947.0,General Retail,Small (6-20 employees),B2C,United States,19.0,1.0,26.0,0.0,787.0,97.54937403287565,73.07335190343547,572.0,95.31842272264302,57.48743718592964,Bottom 50%,Bottom 50%
assembledproductspecialists,14.25,1118.25,General Wholesale/Distribution,Micro (1-5 employees),B2B,United States,5.0,3.0,6.0,0.0,900.0,99.11329450265657,83.56545961002786,747.0,98.74495280680927,75.07537688442211,Bottom 50%,Bottom 50%
artisanclassicorganinc,11.083333333333334,897.75,General/Specialty Manufacturing,Small (6-20 employees),B2B,Canada,8.0,4.0,1.0,0.0,941.0,99.45583831137151,87.37233054781801,784.0,99.12618675621684,78.79396984924622,Bottom 50%,Bottom 50%
classicexhaustsystemsllc,8.166666666666666,661.5,General/Specialty Manufacturing,Small (6-20 employees),B2B,United States,7.0,2.0,12.0,0.0,978.0,99.69045429901934,90.80779944289694,823.0,99.43952251892432,82.71356783919597,Bottom 50%,Bottom 50%
mokanfastenerandsupply,195.0,1329.0,General Wholesale/Distribution,Small (6-20 employees),B2B,United States,7.0,3.0,61.0,0.0,242.0,67.12050957520496,22.46982358402971,721.0,98.42072419077681,72.46231155778895,Top 50%,Bottom 50%
picturethisframinginc,147.0,1323.0,General/Specialty Manufacturing,Medium (21-50 employees),B2B,United States,25.0,3.0,8.0,0.0,313.0,75.05982079548454,29.06220984215413,722.0,98.43431009221348,72.56281407035175,Top 50%,Bottom 50%
freemansreachgreenhouses,28.0,252.0,General Wholesale/Distribution,Medium (21-50 employees),B2B,Australia,27.0,1.0,0.0,0.0,794.0,97.68069645147347,73.72330547818014,923.0,99.89448385907623,92.76381909547739,Bottom 50%,Bottom 50%
badgerham,150.0,1350.0,General/Specialty Manufacturing,Small (6-20 employees),B2B,United States,6.0,3.0,7.0,0.0,298.0,73.57641347520108,27.669452181987005,716.0,98.35196289370954,71.95979899497488,Top 50%,Bottom 50%
militarypilotsupplyoftexasllc,50.0,5427.5,General/Specialty Manufacturing,Small (6-20 employees),B2B,United States,13.0,12.0,32.0,0.0,617.0,92.85146246859715,57.28876508820798,438.0,89.67486278188203,44.02010050251256,Bottom 50%,Top 50%
australiannaturalsoap,52.0,3381.0,General Wholesale/Distribution,Unknown,B2B,United States,0.0,1.0,18.0,0.0,614.0,92.75017893656636,57.01021355617456,547.0,94.50882622514796,54.97487437185929,Bottom 50%,Bottom 50%
easternwireproducts,184.0,1635.0,General/Specialty Manufacturing,Micro (1-5 employees),B2B,United States,5.0,4.0,1.0,0.0,258.0,69.11982639712271,23.955431754874652,684.0,97.86592803998822,68.74371859296483,Top 50%,Bottom 50%
coloradoheartrescue,10.416666666666666,843.75,General Retail,Micro (1-5 employees),B2C,United States,3.0,2.0,9.0,0.0,945.0,99.4848163450672,87.74373259052925,797.0,99.2418774331523,80.10050251256281,Bottom 50%,Bottom 50%
lightingxcorp,40.0,520.0,General Wholesale/Distribution,Unknown,B2B,United States,0.0,1.0,0.0,0.0,710.0,95.71169768793092,65.9238625812442,852.0,99.61170559213984,85.62814070351759,Bottom 50%,Bottom 50%
revivehealthcaregroup,305.0,5673.0,General Wholesale/Distribution,Micro (1-5 employees),B2B,Canada,3.0,6.0,29.0,0.0,124.0,48.231675794831034,11.513463324048283,428.0,89.10881949689198,43.01507537688442,Top 20%,Top 50%
horticulturalalliancellc,20.416666666666668,1888.0,General Wholesale/Distribution,Small (6-20 employees),B2B,United States,12.0,5.0,1.0,0.0,843.0,98.46918930667674,78.27298050139275,658.0,97.40133765368424,66.13065326633166,Bottom 50%,Bottom 50%
miabsgpteltd,122.0,1379.5,General Wholesale/Distribution,Unknown,B2B,Singapore,0.0,2.0,12.0,0.0,350.0,78.24556196807615,32.49767873723305,710.0,98.26851074963146,71.35678391959799,Top 50%,Bottom 50%
thecarekioskptyltd,40.0,380.0,General Wholesale/Distribution,Micro (1-5 employees),B2B,Australia,2.0,1.0,7.0,0.0,707.0,95.63129620715675,65.64531104921078,889.0,99.78435795915404,89.3467336683417,Bottom 50%,Bottom 50%
dosesteel2,220.0,4255.0,General/Specialty Manufacturing,Small (6-20 employees),B2B,United States,12.0,4.0,53.0,0.0,202.0,61.644096714740215,18.755803156917363,498.0,92.60746545592016,50.050251256281406,Top 20%,Bottom 50%
labedahockeygear,6.083333333333333,511.0,Sporting Goods & Fitness Equipment,Unknown,B2B,United States,0.0,1.0,12.0,0.0,1003.0,99.80893481443786,93.12906220984215,856.0,99.63275706450959,86.03015075376884,Bottom 50%,Bottom 50%
lot49llcdbabox7imports,159.0,1383.0,General Wholesale/Distribution,Micro (1-5 employees),B2B,United States,2.0,3.0,16.0,0.0,287.0,72.43621997597235,26.648096564531105,709.0,98.25434464907825,71.25628140703517,Top 50%,Bottom 50%
clandestinelabz,574.0,6082.0,General Wholesale/Distribution,Micro (1-5 employees),B2B,United States,4.0,10.0,2.0,0.0,41.0,25.81892551360591,3.8068709377901575,404.0,87.67444918719853,40.60301507537689,Top 10%,Top 50%
nationcor,183.0,4530.0,General/Specialty Manufacturing,Unknown,B2B,United States,0.0,3.0,14.0,0.0,261.0,69.48766317166455,24.233983286908078,480.0,91.79773854198653,48.24120603015075,Top 50%,Top 50%
cyclallc,38.083333333333336,6467.5,General Wholesale/Distribution,Small (6-20 employees),B2B,United States,8.0,7.0,38.0,0.0,740.0,96.51163658727228,68.70937790157846,385.0,86.44767504561135,38.69346733668342,Bottom 50%,Top 50%
pcparlor,14.333333333333334,3565.0,General/Specialty Manufacturing,Medium (21-50 employees),B2B,United States,33.0,4.0,34.0,0.0,897.0,99.08465147513078,83.28690807799443,534.0,94.04816147633547,53.66834170854271,Bottom 50%,Bottom 50%
lloydwatersandassociates,10.166666666666666,1080.0,General Wholesale/Distribution,Small (6-20 employees),B2B,United States,9.0,2.0,2.0,0.0,951.0,99.52585460087899,88.3008356545961,754.0,98.82380854160311,75.77889447236181,Bottom 50%,Bottom 50%
maaribu,49.0,490.0,General Wholesale/Distribution,Micro (1-5 employees),B2B,United States,1.0,1.0,3.0,0.0,655.0,94.1019037066194,60.817084493964714,860.0,99.65309946167586,86.4321608040201,Bottom 50%,Bottom 50%
boninfantefrictioninc,20.416666666666668,4578.75,General/Specialty Manufacturing,Large (51-200 employees),B2B,United States,72.0,5.0,8.0,0.0,844.0,98.48286872528067,78.36583101207056,476.0,91.61070904624488,47.83919597989949,Bottom 50%,Top 50%
electricalgeneratorsandpumpservicesltd,5.083333333333333,486.0,General/Specialty Manufacturing,Micro (1-5 employees),B2B,Ireland,5.0,1.0,0.0,0.0,1015.0,99.85455148790493,94.24326833797586,865.0,99.67814557929043,86.93467336683418,Bottom 50%,Bottom 50%
fullcitysupply3,144.0,1335.0,General Wholesale/Distribution,Micro (1-5 employees),B2B,Canada,5.0,3.0,7.0,0.0,317.0,75.44976797723928,29.433611884865368,719.0,98.39336754570704,72.26130653266331,Top 50%,Bottom 50%
outriggerpads,89.0,890.0,General/Specialty Manufacturing,Large (51-200 employees),B2B,United States,93.0,2.0,5.0,0.0,452.0,85.50698820357849,41.96843082636955,785.0,99.1353261759286,78.89447236180904,Top 50%,Bottom 50%
greenandchapmanjv,12.25,3702.5,General Wholesale/Distribution,Small (6-20 employees),B2B,United States,13.0,3.0,45.0,0.0,921.0,99.29805040535227,85.51532033426183,529.0,93.86183643474237,53.16582914572864,Bottom 50%,Bottom 50%
